number,values_0,values_1,datetime_start,datetime_complete,duration,params_BN,params_aggregation,params_batch_size,params_depth,params_dropout_bond,params_dropout_ffn,params_hidden_bond,params_hidden_ffn,params_init_lr,params_layer,params_warmup_epochs,state
63,,,2024-12-19 18:39:55.692221,2024-12-19 18:48:14.610519,0 days 00:08:18.918298,True,mean,32,1,0.1,0.5,500,1200,0.0004586190934047929,5,3,FAIL
64,,,2024-12-19 18:48:14.673485,2024-12-19 18:58:09.321063,0 days 00:09:54.647578,True,mean,32,1,0.5,0.15000000000000002,500,1100,0.0002805152937639247,5,7,FAIL
65,0.43925028404054045,0.4846371114253998,2024-12-19 18:58:09.325914,2024-12-19 19:09:45.134883,0 days 00:11:35.808969,True,mean,32,1,0.5,0.5,500,100,0.0009859944312031947,5,7,COMPLETE
66,0.652973942207718,0.3792468309402466,2024-12-19 19:09:45.143665,2024-12-19 19:19:57.584561,0 days 00:10:12.440896,False,norm,64,3,0.35000000000000003,0.15000000000000002,500,100,0.0007526104422922521,2,5,COMPLETE
67,0.657028364995392,0.35246947407722473,2024-12-19 19:19:57.602493,2024-12-19 19:29:27.714247,0 days 00:09:30.111754,True,norm,64,4,0.2,0.15000000000000002,400,500,0.00029664606937578476,2,5,COMPLETE
68,0.5710272965364885,0.4700884521007538,2024-12-19 19:29:27.766522,2024-12-19 19:38:37.603345,0 days 00:09:09.836823,True,norm,64,4,0.0,0.4,400,600,0.0007877432997111079,1,5,COMPLETE
69,,,2024-12-19 19:38:37.605967,2024-12-19 19:45:57.009292,0 days 00:07:19.403325,True,norm,16,5,0.05,0.30000000000000004,500,1100,0.0004421162865330361,4,5,FAIL
70,0.24365401966645667,0.5806856155395508,2024-12-19 19:45:57.013328,2024-12-19 19:56:47.285762,0 days 00:10:50.272434,True,norm,16,5,0.05,0.35000000000000003,500,1100,0.0003011172994257779,3,5,COMPLETE
71,0.6072229088538362,0.4031849801540375,2024-12-19 19:56:47.332302,2024-12-19 20:06:34.288997,0 days 00:09:46.956695,False,norm,64,2,0.30000000000000004,0.30000000000000004,700,400,0.00045574233965197574,4,6,COMPLETE
72,0.2158824500827088,0.5622464418411255,2024-12-19 20:06:34.349527,2024-12-19 20:14:43.275409,0 days 00:08:08.925882,True,sum,128,2,0.1,0.0,300,1300,0.000247572736585122,4,9,COMPLETE
73,0.49467605715486257,0.4460667073726654,2024-12-19 20:14:43.341678,2024-12-19 20:23:43.875462,0 days 00:09:00.533784,True,norm,64,3,0.4,0.05,400,1800,0.00017123280701325972,1,3,COMPLETE
74,0.3344331798564179,0.5631983280181885,2024-12-19 20:23:43.880187,2024-12-19 20:33:47.454767,0 days 00:10:03.574580,False,mean,32,1,0.35000000000000003,0.45,800,500,0.0005359054904112987,3,4,COMPLETE
75,0.4394549966085924,0.5139702558517456,2024-12-19 20:33:47.505046,2024-12-19 20:44:04.578910,0 days 00:10:17.073864,True,norm,64,4,0.0,0.30000000000000004,600,700,0.0006911581011805015,3,6,COMPLETE
76,0.5333132177376286,0.4388710856437683,2024-12-19 20:44:04.628665,2024-12-19 20:52:17.527797,0 days 00:08:12.899132,True,norm,16,2,0.1,0.4,200,200,0.0008293283366588098,1,2,COMPLETE
77,0.5180418527656173,0.4486714005470276,2024-12-19 20:52:17.530109,2024-12-19 21:01:43.466482,0 days 00:09:25.936373,True,sum,64,1,0.2,0.15000000000000002,400,500,0.00038549745720837695,2,10,COMPLETE
78,0.6890915746041837,0.3557543456554413,2024-12-19 21:01:43.471387,2024-12-19 21:12:51.437072,0 days 00:11:07.965685,True,norm,64,2,0.15000000000000002,0.1,300,300,0.0007606458530699877,2,5,COMPLETE
79,0.33285477745203296,0.5222768783569336,2024-12-19 21:12:51.440695,2024-12-19 21:25:57.381732,0 days 00:13:05.941037,True,norm,64,3,0.25,0.15000000000000002,500,300,0.0007579734771287299,4,5,COMPLETE
80,0.5717313952393657,0.4063664376735687,2024-12-19 21:25:57.444221,2024-12-19 21:36:30.595218,0 days 00:10:33.150997,False,norm,128,5,0.2,0.2,300,1600,0.0006529366511836192,3,4,COMPLETE
81,0.46087208376358674,0.4716812074184418,2024-12-19 21:36:30.602892,2024-12-19 21:46:19.980855,0 days 00:09:49.377963,True,mean,64,2,0.15000000000000002,0.1,100,800,0.0009141586160923039,1,5,COMPLETE
82,0.38276788475904844,0.5427685379981995,2024-12-19 21:46:19.983548,2024-12-19 21:56:27.612018,0 days 00:10:07.628470,True,norm,32,4,0.25,0.2,400,400,0.00027976672611456645,5,4,COMPLETE
83,0.5082605448207701,0.43571537733078003,2024-12-19 21:56:27.616735,2024-12-19 22:10:58.611631,0 days 00:14:30.994896,False,sum,64,1,0.2,0.15000000000000002,300,1900,0.0004352094846786495,2,5,COMPLETE
84,0.6837469308971361,0.35434454679489136,2024-12-19 22:10:58.687168,2024-12-19 22:25:30.066252,0 days 00:14:31.379084,True,norm,64,2,0.15000000000000002,0.1,800,1200,0.0008437505435368416,1,8,COMPLETE
