number,values_0,values_1,datetime_start,datetime_complete,duration,params_amount_heads,params_attn_dropout,params_batch_size,params_dropout,params_encoder_output_dim,params_ff_dropout,params_head_dim,params_layer_norm,params_lr,params_n_layers,params_neurons,params_transformer_depth,state
89,0.08170436322689056,0.5788695216178894,2025-01-15 09:14:37.442171,2025-01-15 09:18:12.534673,0 days 00:03:35.092502,6,0.15000000000000002,16,0.30000000000000004,162,0.25,43,0,0.002972921164409502,1,1200,7,COMPLETE
90,0.05977165699005127,0.5898891687393188,2025-01-15 09:18:12.535553,2025-01-15 09:20:42.351608,0 days 00:02:29.816055,6,0.4,32,0.35000000000000003,179,0.2,58,1,0.0007478206092488101,3,1800,5,COMPLETE
91,0.4379003942012787,0.4328439235687256,2025-01-15 09:20:42.352523,2025-01-15 09:25:52.095878,0 days 00:05:09.743355,5,0.05,16,0.35000000000000003,155,0.35000000000000003,39,0,0.00017849268498714845,1,900,6,COMPLETE
92,0.27080270648002625,0.4906085431575775,2025-01-15 09:25:52.096779,2025-01-15 09:29:53.557338,0 days 00:04:01.460559,5,0.0,16,0.4,143,0.35000000000000003,34,0,0.0014947056062699351,2,1100,6,COMPLETE
93,0.13591426610946655,0.557510495185852,2025-01-15 09:29:53.558341,2025-01-15 09:37:28.713386,0 days 00:07:35.155045,5,0.2,128,0.30000000000000004,285,0.4,95,0,0.0001169206540593003,2,1000,6,COMPLETE
94,0.46434158086776733,0.4250706732273102,2025-01-15 09:37:28.714202,2025-01-15 09:42:24.665978,0 days 00:04:55.951776,5,0.0,16,0.45,135,0.30000000000000004,49,0,0.0013152600905593423,1,1300,6,COMPLETE
95,0.45328646898269653,0.42630013823509216,2025-01-15 09:42:24.666798,2025-01-15 09:46:28.323047,0 days 00:04:03.656249,7,0.0,16,0.5,132,0.30000000000000004,48,1,0.001267220427001509,1,1300,3,COMPLETE
96,0.41947251558303833,0.4433717131614685,2025-01-15 09:46:28.323653,2025-01-15 09:51:02.901117,0 days 00:04:34.577464,2,0.45,64,0.35000000000000003,232,0.0,43,0,0.0003637601653256052,1,1000,5,COMPLETE
97,0.46310538053512573,0.42515236139297485,2025-01-15 09:51:02.901838,2025-01-15 09:58:43.659762,0 days 00:07:40.757924,5,0.15000000000000002,16,0.0,147,0.35000000000000003,110,0,0.0010790803660789233,1,1200,7,COMPLETE
98,0.4532701075077057,0.42822304368019104,2025-01-15 09:58:43.660897,2025-01-15 10:00:31.879095,0 days 00:01:48.218198,4,0.05,32,0.25,162,0.4,51,0,0.0008433451331050787,1,1400,2,COMPLETE
99,0.08763156086206436,0.5682073831558228,2025-01-15 10:00:31.880174,2025-01-15 10:04:48.859404,0 days 00:04:16.979230,5,0.25,16,0.45,344,0.1,35,1,0.0024323410565116944,1,1100,3,COMPLETE
